epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,2685.76,1.63133,1.83433,1.51913,0.43665,0.57351,0.48211,0.25038,1.71477,1.77401,1.64575,0.00106118,0.00106118,0.00106118
28,2781,1.62311,1.83371,1.49994,0.57231,0.50995,0.50797,0.27264,1.68839,1.77009,1.67641,0.00104703,0.00104703,0.00104703
29,2875.13,1.62325,1.82847,1.50005,0.52257,0.49721,0.47902,0.25439,1.69569,1.85094,1.65567,0.00103288,0.00103288,0.00103288
30,2969.81,1.62677,1.8094,1.51537,0.47652,0.54436,0.49327,0.26737,1.69029,1.78824,1.64988,0.00101873,0.00101873,0.00101873
31,3064.81,1.5878,1.77068,1.4677,0.51384,0.57554,0.52365,0.27965,1.65533,1.71341,1.58886,0.00100459,0.00100459,0.00100459
32,3159.4,1.59803,1.75891,1.48827,0.48222,0.5581,0.50702,0.27842,1.64106,1.71987,1.58856,0.00099044,0.00099044,0.00099044
33,3253.83,1.60826,1.77587,1.48622,0.51831,0.52512,0.48939,0.27003,1.62664,1.75857,1.59845,0.000976293,0.000976293,0.000976293
34,3349.91,1.58343,1.75027,1.47649,0.5867,0.53223,0.52681,0.28269,1.65243,1.72761,1.63848,0.000962146,0.000962146,0.000962146
35,3445.88,1.56347,1.70742,1.45517,0.51386,0.5901,0.53859,0.27903,1.66637,1.70711,1.61656,0.000947999,0.000947999,0.000947999
36,3543.27,1.56907,1.71498,1.46866,0.47498,0.57803,0.53054,0.29152,1.62207,1.65331,1.55994,0.000933851,0.000933851,0.000933851
37,3639.44,1.5618,1.70189,1.45901,0.4498,0.59755,0.52272,0.2979,1.62309,1.66724,1.57986,0.000919704,0.000919704,0.000919704
38,3734.16,1.54855,1.67021,1.43711,0.50792,0.58522,0.53089,0.28741,1.60516,1.63252,1.57172,0.000905557,0.000905557,0.000905557
39,3828.13,1.52708,1.66126,1.44461,0.55613,0.55201,0.55604,0.30782,1.61292,1.60696,1.57929,0.00089141,0.00089141,0.00089141
40,3922.62,1.54177,1.66066,1.42931,0.54651,0.56509,0.56459,0.30702,1.61999,1.64742,1.56345,0.000877263,0.000877263,0.000877263
41,4016.96,1.53171,1.66278,1.43152,0.58744,0.56573,0.57681,0.32018,1.59867,1.54555,1.56497,0.000863116,0.000863116,0.000863116
42,4112.28,1.51598,1.63224,1.4292,0.51331,0.59856,0.53703,0.30487,1.57408,1.58344,1.53111,0.000848969,0.000848969,0.000848969
43,4206.98,1.51933,1.59956,1.419,0.58123,0.5315,0.55765,0.30595,1.61855,1.56966,1.55187,0.000834822,0.000834822,0.000834822
44,4302.99,1.50215,1.58853,1.42213,0.57916,0.5744,0.57708,0.33986,1.53047,1.50742,1.52178,0.000820675,0.000820675,0.000820675
45,4398.83,1.53242,1.60764,1.43311,0.55159,0.5448,0.55057,0.29853,1.66388,1.5716,1.58153,0.000806528,0.000806528,0.000806528
46,4494.75,1.49439,1.5783,1.40338,0.55925,0.58287,0.57907,0.32232,1.56533,1.50747,1.54018,0.00079238,0.00079238,0.00079238
47,4590.88,1.48039,1.56227,1.40938,0.59156,0.56876,0.58315,0.33047,1.57059,1.48575,1.53632,0.000778233,0.000778233,0.000778233
48,4686.34,1.48824,1.55045,1.41104,0.5404,0.59332,0.58918,0.33997,1.53486,1.47773,1.51621,0.000764086,0.000764086,0.000764086
49,4781.36,1.47618,1.54084,1.40408,0.51944,0.58881,0.58007,0.33956,1.57428,1.51318,1.5373,0.000749939,0.000749939,0.000749939
50,4878.49,1.48313,1.57145,1.40866,0.59904,0.59454,0.58764,0.33119,1.56027,1.49515,1.5042,0.000735792,0.000735792,0.000735792
51,4975.15,1.47875,1.52069,1.40079,0.64301,0.56438,0.60171,0.35535,1.53676,1.45703,1.51138,0.000721645,0.000721645,0.000721645
52,5069.77,1.46164,1.50548,1.38545,0.55945,0.61809,0.58468,0.34867,1.51974,1.44084,1.48943,0.000707498,0.000707498,0.000707498
53,5165.19,1.46011,1.48594,1.3791,0.61765,0.60775,0.61317,0.36428,1.49653,1.44125,1.47672,0.000693351,0.000693351,0.000693351
54,5260.16,1.44983,1.49962,1.3829,0.60935,0.61445,0.62203,0.35824,1.50917,1.44098,1.49517,0.000679204,0.000679204,0.000679204
55,5357.03,1.44535,1.49293,1.37633,0.61691,0.6128,0.63446,0.37732,1.48141,1.39603,1.47468,0.000665057,0.000665057,0.000665057
56,5450.34,1.43327,1.46107,1.37971,0.59905,0.62791,0.63104,0.383,1.44416,1.38983,1.44205,0.000650909,0.000650909,0.000650909
57,5542.39,1.42107,1.47536,1.36367,0.58383,0.6302,0.62833,0.36174,1.49576,1.40895,1.4689,0.000636762,0.000636762,0.000636762
58,5634.89,1.43,1.46783,1.37884,0.60106,0.59569,0.63234,0.37574,1.47821,1.36321,1.45635,0.000622615,0.000622615,0.000622615
59,5726.41,1.42012,1.45055,1.36656,0.57411,0.62868,0.64058,0.38034,1.48328,1.38297,1.46433,0.000608468,0.000608468,0.000608468
60,5819.12,1.40814,1.43396,1.35128,0.60792,0.61701,0.6365,0.37078,1.48485,1.37657,1.48945,0.000594321,0.000594321,0.000594321
61,5912.87,1.41256,1.42986,1.35463,0.56031,0.63545,0.63527,0.37333,1.47163,1.40778,1.45695,0.000580174,0.000580174,0.000580174
62,6007.1,1.38922,1.38743,1.33191,0.63786,0.59602,0.64426,0.37624,1.47229,1.35867,1.44655,0.000566027,0.000566027,0.000566027
63,6100.94,1.4112,1.4104,1.35077,0.57364,0.63121,0.63064,0.372,1.47667,1.36589,1.45561,0.00055188,0.00055188,0.00055188
64,6193.36,1.38699,1.40738,1.33943,0.59064,0.65351,0.64744,0.3884,1.45493,1.32405,1.44611,0.000537733,0.000537733,0.000537733
65,6284.85,1.38311,1.35044,1.33123,0.59714,0.66194,0.6498,0.39027,1.47114,1.35225,1.45092,0.000523586,0.000523586,0.000523586
66,6376.5,1.37403,1.36589,1.32283,0.58235,0.6458,0.63945,0.38056,1.47424,1.32927,1.46549,0.000509438,0.000509438,0.000509438
67,6468.54,1.37234,1.35394,1.3301,0.59073,0.67232,0.66478,0.38075,1.50142,1.31634,1.4685,0.000495291,0.000495291,0.000495291
68,6560.44,1.37283,1.34968,1.32609,0.6034,0.63273,0.64805,0.3872,1.48737,1.34953,1.45282,0.000481144,0.000481144,0.000481144
69,6653.85,1.3589,1.31659,1.32147,0.63161,0.63,0.65572,0.38474,1.49068,1.31297,1.46098,0.000466997,0.000466997,0.000466997
70,6746.1,1.34669,1.3168,1.31916,0.60589,0.63498,0.64687,0.38367,1.43657,1.29105,1.43565,0.00045285,0.00045285,0.00045285
71,6838.6,1.32741,1.29156,1.29777,0.64427,0.61116,0.65773,0.39499,1.46743,1.29957,1.44142,0.000438703,0.000438703,0.000438703
72,6930.37,1.33972,1.30266,1.31046,0.63965,0.62723,0.6546,0.39618,1.43196,1.30878,1.4232,0.000424556,0.000424556,0.000424556
73,7022.59,1.3199,1.27904,1.30678,0.66343,0.63842,0.6688,0.40072,1.42571,1.27941,1.42158,0.000410409,0.000410409,0.000410409
74,7115.03,1.33553,1.30174,1.30747,0.6731,0.63182,0.66629,0.40928,1.4297,1.28111,1.41883,0.000396262,0.000396262,0.000396262
75,7207.32,1.31774,1.26819,1.29879,0.63462,0.64992,0.67114,0.405,1.41233,1.25809,1.41158,0.000382115,0.000382115,0.000382115
76,7299.02,1.3133,1.26133,1.29179,0.66813,0.65291,0.67641,0.41854,1.41156,1.25644,1.40817,0.000367967,0.000367967,0.000367967
77,7390.5,1.33455,1.26728,1.31061,0.62733,0.66214,0.66477,0.4164,1.39714,1.24342,1.38781,0.00035382,0.00035382,0.00035382
78,7482.82,1.31341,1.24482,1.28712,0.68765,0.62154,0.67436,0.42107,1.39347,1.25263,1.39251,0.000339673,0.000339673,0.000339673
79,7574.79,1.30961,1.23332,1.28022,0.67206,0.63727,0.67798,0.41756,1.40153,1.24286,1.40966,0.000325526,0.000325526,0.000325526
80,7667.65,1.28363,1.2378,1.27848,0.64854,0.64455,0.68059,0.41591,1.3836,1.22815,1.38662,0.000311379,0.000311379,0.000311379
81,7760.16,1.29419,1.22906,1.28017,0.65898,0.6475,0.67286,0.41828,1.37503,1.20944,1.38107,0.000297232,0.000297232,0.000297232
82,7852.02,1.27957,1.21363,1.27394,0.6769,0.65319,0.68136,0.42099,1.38263,1.20027,1.37488,0.000283085,0.000283085,0.000283085
83,7944.01,1.27094,1.19238,1.26204,0.67261,0.63343,0.67203,0.41766,1.39499,1.22285,1.39626,0.000268938,0.000268938,0.000268938
84,8035.9,1.27039,1.19398,1.2678,0.68898,0.65284,0.68859,0.42733,1.36741,1.18605,1.37425,0.000254791,0.000254791,0.000254791
85,8128.01,1.27734,1.18886,1.274,0.67178,0.64003,0.6865,0.43123,1.35841,1.20035,1.35935,0.000240644,0.000240644,0.000240644
86,8220.3,1.25711,1.16512,1.25636,0.70239,0.63236,0.68745,0.43197,1.35674,1.17946,1.3682,0.000226497,0.000226497,0.000226497
87,8312.99,1.24383,1.16529,1.25387,0.69657,0.64582,0.69111,0.42895,1.35966,1.18992,1.36783,0.000212349,0.000212349,0.000212349
88,8414.31,1.23766,1.14825,1.24719,0.67764,0.65925,0.69503,0.44058,1.34407,1.17945,1.36843,0.000198202,0.000198202,0.000198202
89,8514.71,1.22168,1.13952,1.24517,0.67397,0.67461,0.69992,0.44227,1.34531,1.1488,1.35338,0.000184055,0.000184055,0.000184055
90,8610.23,1.23888,1.14565,1.24398,0.69001,0.6705,0.70026,0.43999,1.33102,1.16479,1.35631,0.000169908,0.000169908,0.000169908
91,8702.97,1.18472,1.0618,1.26284,0.69784,0.63551,0.68853,0.43047,1.3495,1.18331,1.37291,0.000155761,0.000155761,0.000155761
92,8795.88,1.16258,1.01969,1.25595,0.68407,0.65844,0.69855,0.43609,1.33859,1.16401,1.36446,0.000141614,0.000141614,0.000141614
93,8890.32,1.15459,1.00283,1.24272,0.7285,0.64164,0.69817,0.43853,1.33254,1.1626,1.35738,0.000127467,0.000127467,0.000127467
94,8983.31,1.13646,0.98735,1.22577,0.73928,0.64342,0.70079,0.44376,1.3144,1.14128,1.34402,0.00011332,0.00011332,0.00011332
95,9077.6,1.12793,0.9771,1.22323,0.7505,0.63136,0.70059,0.43861,1.33957,1.13927,1.35395,9.91726e-05,9.91726e-05,9.91726e-05
96,9170.8,1.12269,0.95947,1.21873,0.71846,0.66115,0.7075,0.4434,1.32109,1.12925,1.3408,8.50255e-05,8.50255e-05,8.50255e-05
97,9264.22,1.13352,0.96709,1.23043,0.71958,0.65822,0.70917,0.44759,1.31152,1.14112,1.33029,7.08784e-05,7.08784e-05,7.08784e-05
98,9358.5,1.12037,0.94898,1.2242,0.70969,0.6712,0.71465,0.44846,1.29662,1.12317,1.32155,5.67313e-05,5.67313e-05,5.67313e-05
99,9450.66,1.11941,0.95163,1.22554,0.67879,0.69385,0.71189,0.45173,1.31014,1.13195,1.3288,4.25842e-05,4.25842e-05,4.25842e-05
100,9543.25,1.1122,0.93877,1.21755,0.75212,0.64052,0.71084,0.45224,1.3098,1.12554,1.33142,2.84371e-05,2.84371e-05,2.84371e-05
