epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,4575.42,1.4552,1.5332,1.48023,0.57539,0.56179,0.55878,0.31569,1.6034,1.57922,1.66135,0.000834822,0.000834822,0.000834822
44,4691.33,1.45744,1.50898,1.4739,0.55681,0.6057,0.58272,0.342,1.57788,1.54367,1.66915,0.000820675,0.000820675,0.000820675
45,4802.95,1.45127,1.50856,1.47966,0.60122,0.55077,0.58411,0.33234,1.61639,1.55886,1.66854,0.000806528,0.000806528,0.000806528
46,4906.81,1.41437,1.48064,1.44225,0.56916,0.59721,0.57006,0.3293,1.54247,1.58066,1.61947,0.00079238,0.00079238,0.00079238
47,5010.5,1.41303,1.47284,1.45014,0.5569,0.59675,0.56769,0.32735,1.5552,1.59138,1.62962,0.000778233,0.000778233,0.000778233
48,5125.01,1.4051,1.44323,1.45215,0.57291,0.59567,0.59024,0.34829,1.51206,1.49944,1.60499,0.000764086,0.000764086,0.000764086
49,5240.22,1.37518,1.42137,1.43739,0.5859,0.58874,0.59763,0.34715,1.52516,1.46956,1.60898,0.000749939,0.000749939,0.000749939
50,5354.69,1.39443,1.43196,1.43749,0.5646,0.59066,0.57298,0.32624,1.57397,1.51409,1.6387,0.000735792,0.000735792,0.000735792
51,5468.5,1.39796,1.41126,1.44422,0.62593,0.55629,0.60459,0.36611,1.49609,1.42639,1.60217,0.000721645,0.000721645,0.000721645
52,5577.56,1.36251,1.37775,1.41531,0.61286,0.61606,0.6254,0.37968,1.49117,1.41843,1.58469,0.000707498,0.000707498,0.000707498
53,5691.6,1.3651,1.36363,1.40489,0.60654,0.5613,0.6044,0.36495,1.48519,1.4149,1.56575,0.000693351,0.000693351,0.000693351
54,5805.57,1.35282,1.35373,1.40684,0.61032,0.63388,0.62024,0.37435,1.50807,1.41264,1.59611,0.000679204,0.000679204,0.000679204
55,5916.59,1.36,1.3473,1.41219,0.62125,0.64328,0.62695,0.38044,1.47969,1.39434,1.58675,0.000665057,0.000665057,0.000665057
56,6032.42,1.32848,1.32358,1.40383,0.62724,0.65219,0.64029,0.38273,1.4785,1.40834,1.59865,0.000650909,0.000650909,0.000650909
57,6145.33,1.32812,1.32989,1.39823,0.64563,0.64491,0.64909,0.38825,1.47863,1.35972,1.57923,0.000636762,0.000636762,0.000636762
58,6272.96,1.3287,1.31587,1.40566,0.68481,0.61218,0.66242,0.40097,1.44759,1.33913,1.56648,0.000622615,0.000622615,0.000622615
59,6396.01,1.33007,1.31554,1.40581,0.58899,0.61999,0.6254,0.38307,1.46468,1.40086,1.5634,0.000608468,0.000608468,0.000608468
60,6517.24,1.29773,1.28692,1.37953,0.66476,0.6181,0.64529,0.38889,1.4521,1.34449,1.56252,0.000594321,0.000594321,0.000594321
61,6637.76,1.29853,1.26231,1.37475,0.62157,0.65197,0.63003,0.3805,1.43842,1.34997,1.55114,0.000580174,0.000580174,0.000580174
62,6743.91,1.29297,1.22597,1.34973,0.60916,0.6483,0.65516,0.39001,1.47916,1.32821,1.57404,0.000566027,0.000566027,0.000566027
63,6854.06,1.28374,1.2169,1.34759,0.65633,0.62131,0.64896,0.40155,1.42702,1.29949,1.54746,0.00055188,0.00055188,0.00055188
64,6964.29,1.25529,1.22313,1.35445,0.61679,0.65216,0.64958,0.39807,1.43279,1.29685,1.53124,0.000537733,0.000537733,0.000537733
65,7071.28,1.25601,1.17965,1.34169,0.62707,0.65577,0.65718,0.40815,1.40286,1.30117,1.5195,0.000523586,0.000523586,0.000523586
66,7180.81,1.23699,1.19144,1.32778,0.63972,0.65636,0.6658,0.4071,1.44119,1.24972,1.53663,0.000509438,0.000509438,0.000509438
67,7290.26,1.24573,1.16374,1.33252,0.67815,0.62318,0.65711,0.39997,1.42355,1.29034,1.52053,0.000495291,0.000495291,0.000495291
68,7398.35,1.23645,1.16107,1.32621,0.61898,0.68296,0.67635,0.41862,1.40279,1.24055,1.52532,0.000481144,0.000481144,0.000481144
69,7503.58,1.21963,1.14343,1.31814,0.62754,0.66997,0.65986,0.40667,1.39701,1.23742,1.50929,0.000466997,0.000466997,0.000466997
70,7610.3,1.20726,1.12527,1.31274,0.66208,0.66884,0.67426,0.41825,1.39215,1.20556,1.50476,0.00045285,0.00045285,0.00045285
71,7716.9,1.17982,1.09796,1.28786,0.67762,0.63575,0.68704,0.4272,1.38765,1.23132,1.509,0.000438703,0.000438703,0.000438703
72,7821.86,1.18736,1.10888,1.30257,0.64809,0.6401,0.66623,0.41339,1.41072,1.25889,1.51599,0.000424556,0.000424556,0.000424556
73,7927.27,1.17211,1.08353,1.29951,0.61486,0.70056,0.68781,0.4303,1.38219,1.19241,1.50034,0.000410409,0.000410409,0.000410409
74,8034.04,1.18101,1.10159,1.29739,0.6871,0.64591,0.69129,0.42956,1.37966,1.21219,1.48546,0.000396262,0.000396262,0.000396262
75,8141.08,1.14277,1.06039,1.26942,0.68441,0.67491,0.69656,0.44212,1.36197,1.1715,1.48169,0.000382115,0.000382115,0.000382115
76,8245.73,1.16047,1.0662,1.27681,0.66615,0.69388,0.69262,0.44341,1.35037,1.15743,1.46733,0.000367967,0.000367967,0.000367967
77,8350.26,1.15981,1.05309,1.28755,0.69124,0.64189,0.68728,0.43657,1.38032,1.19635,1.49342,0.00035382,0.00035382,0.00035382
78,8458.23,1.1428,1.01543,1.25973,0.66057,0.69547,0.70553,0.45127,1.35052,1.14959,1.47181,0.000339673,0.000339673,0.000339673
79,8564.78,1.12998,1.01039,1.25373,0.70301,0.69448,0.71795,0.45464,1.35612,1.12354,1.4914,0.000325526,0.000325526,0.000325526
80,8670.39,1.1105,0.99432,1.25275,0.69768,0.70329,0.71783,0.45482,1.35219,1.15131,1.46916,0.000311379,0.000311379,0.000311379
81,8780.02,1.12335,0.98985,1.24479,0.69468,0.67374,0.71026,0.44954,1.35628,1.13518,1.46757,0.000297232,0.000297232,0.000297232
82,8885.38,1.10209,0.99336,1.24478,0.64447,0.71442,0.71009,0.45513,1.32093,1.14429,1.44771,0.000283085,0.000283085,0.000283085
83,8990.7,1.09551,0.95119,1.23399,0.69359,0.68937,0.71398,0.45947,1.29929,1.13389,1.43383,0.000268938,0.000268938,0.000268938
84,9097.46,1.08451,0.95389,1.23682,0.66373,0.69095,0.70569,0.45199,1.31508,1.15449,1.44884,0.000254791,0.000254791,0.000254791
85,9203.82,1.07784,0.95865,1.23532,0.70889,0.66899,0.70653,0.45746,1.30724,1.13875,1.44913,0.000240644,0.000240644,0.000240644
86,9309.9,1.0781,0.93386,1.22531,0.67889,0.70003,0.7156,0.46694,1.29896,1.11902,1.42819,0.000226497,0.000226497,0.000226497
87,9417.81,1.04696,0.91876,1.2095,0.68542,0.7086,0.72707,0.4774,1.2813,1.09077,1.42723,0.000212349,0.000212349,0.000212349
88,9524.19,1.04241,0.91488,1.20324,0.70718,0.69789,0.72764,0.47499,1.28612,1.08684,1.42558,0.000198202,0.000198202,0.000198202
89,9629.61,1.02031,0.89701,1.19536,0.66971,0.72894,0.73275,0.48188,1.27468,1.07411,1.42474,0.000184055,0.000184055,0.000184055
90,9735.28,1.03132,0.89854,1.19696,0.67777,0.72435,0.7269,0.48152,1.26237,1.08052,1.40908,0.000169908,0.000169908,0.000169908
91,9840.13,0.97359,0.79966,1.19447,0.70452,0.71711,0.73339,0.4893,1.24502,1.06678,1.40827,0.000155761,0.000155761,0.000155761
92,9943.47,0.9537,0.76752,1.18435,0.67969,0.74419,0.73151,0.48412,1.24206,1.06361,1.41209,0.000141614,0.000141614,0.000141614
93,10046.7,0.93564,0.7504,1.16725,0.69758,0.70754,0.72847,0.48639,1.24007,1.08044,1.40846,0.000127467,0.000127467,0.000127467
94,10150.1,0.92947,0.73068,1.15743,0.71554,0.71298,0.73204,0.49082,1.22256,1.03807,1.40406,0.00011332,0.00011332,0.00011332
95,10259.8,0.91725,0.72623,1.1542,0.70896,0.71193,0.73059,0.48921,1.22541,1.04146,1.39147,9.91726e-05,9.91726e-05,9.91726e-05
96,10368.8,0.90156,0.71061,1.15062,0.71198,0.71822,0.74027,0.49611,1.22795,1.04201,1.40355,8.50255e-05,8.50255e-05,8.50255e-05
97,10473.1,0.89104,0.70375,1.14409,0.72459,0.71126,0.74274,0.49846,1.2257,1.03312,1.40101,7.08784e-05,7.08784e-05,7.08784e-05
98,10577.9,0.88683,0.68788,1.13672,0.71683,0.70646,0.74004,0.49807,1.21752,1.03372,1.39384,5.67313e-05,5.67313e-05,5.67313e-05
99,10684.5,0.8734,0.68072,1.13174,0.71963,0.71804,0.74327,0.49729,1.21663,1.0229,1.38951,4.25842e-05,4.25842e-05,4.25842e-05
100,10788.5,0.8737,0.69054,1.13386,0.72486,0.71814,0.74347,0.49669,1.2096,1.01447,1.38979,2.84371e-05,2.84371e-05,2.84371e-05
